symptom_text,department,label
cataract in the morning,Ophthalmology,10
psoriasis patches with fever,Dermatology,3
floaters in vision after eating,Ophthalmology,10
PCOD symptoms after eating,Gynecology,7
yellow eyes in the morning,Gastroenterology,4
swollen face in morning after eating,Nephrology,12
cataract,Ophthalmology,10
stress,Psychiatry,9
acne since 2 days,Dermatology,3
memory loss after eating,Neurology,1
darkening of skin,Dermatology,3
snoring sudden onset,ENT,11
excessive sweating in the morning,Endocrinology,6
nasal congestion with fever,ENT,11
breathlessness at night sudden onset,Pulmonology,5
vaginal discharge with fever,Gynecology,7
coughing blood since 2 days,Pulmonology,5
irregular periods sudden onset,Gynecology,7
excessive sweating worsening at night,Endocrinology,6
suicidal thoughts with fever,Psychiatry,9
foot pain in morning with fever,Orthopedics,2
skin rash since 2 days,Dermatology,3
vertigo since 2 days,ENT,11
blurry vision after eating,Ophthalmology,10
bloating,Gastroenterology,4
hair thinning worsening at night,Endocrinology,6
breathlessness at night mild to moderate,Pulmonology,5
child rash after eating,Pediatrics,8
smoking related cough worsening at night,Pulmonology,5
psoriasis patches chronic,Dermatology,3
numbness in face mild to moderate,Neurology,1
snoring with fever,ENT,11
nausea mild to moderate,Gastroenterology,4
blood in urine with fever,Nephrology,12
breathlessness on exertion since 2 days,Cardiology,0
dialysis related since 1 week,Nephrology,12
kidney pain sudden onset,Nephrology,12
nail discoloration sudden onset,Dermatology,3
dizziness chronic,Neurology,1
pregnancy symptoms since 1 week,Gynecology,7
infant not feeding sudden onset,Pediatrics,8
sinusitis in the morning,ENT,11
menstrual cramps worsening at night,Gynecology,7
smoking related cough with fever,Pulmonology,5
blurry vision since 1 week,Ophthalmology,10
OCD symptoms with fever,Psychiatry,9
panic attacks since 2 days,Psychiatry,9
foamy urine sudden onset,Nephrology,12
cough for 3 weeks with fever,Pulmonology,5
glaucoma symptoms since 2 days,Ophthalmology,10
knee pain worsening at night,Orthopedics,2
wheezing after eating,Pulmonology,5
sore throat worsening at night,ENT,11
breathlessness on exertion mild to moderate,Cardiology,0
childhood asthma sudden onset,Pediatrics,8
insulin resistance since 1 week,Endocrinology,6
neck stiffness worsening at night,Orthopedics,2
slurred speech after eating,Neurology,1
dizziness while climbing stairs,Cardiology,0
mood swings worsening at night,Psychiatry,9
yellow eyes worsening at night,Gastroenterology,4
shortness of breath in the morning,Cardiology,0
malaria symptoms worsening at night,General Medicine,13
breathlessness at night sudden onset,Pulmonology,5
eye pain since 2 days,Ophthalmology,10
menopause symptoms worsening at night,Gynecology,7
diabetes symptoms in the morning,Endocrinology,6
tonsillitis worsening at night,ENT,11
loss of appetite since 1 week,General Medicine,13
child rash mild to moderate,Pediatrics,8
breathlessness at night worsening at night,Pulmonology,5
weakness on one side mild to moderate,Neurology,1
shoulder stiffness after eating,Orthopedics,2
child rash since 1 week,Pediatrics,8
fatigue sudden onset,Endocrinology,6
tonsillitis chronic,ENT,11
diabetes symptoms since 2 days,Endocrinology,6
severe headache worsening at night,Neurology,1
foamy urine in the morning,Nephrology,12
boil on skin since 2 days,Dermatology,3
stress since 2 days,Psychiatry,9
decreased urine output in the morning,Nephrology,12
acne since 1 week,Dermatology,3
acid reflux,Gastroenterology,4
chest tightness at rest sudden onset,Cardiology,0
yellow eyes since 1 week,Gastroenterology,4
insulin resistance worsening at night,Endocrinology,6
schizophrenia symptoms chronic,Psychiatry,9
confusion mild to moderate,Neurology,1
dizziness mild to moderate,Neurology,1
squinting chronic,Ophthalmology,10
infant not feeding worsening at night,Pediatrics,8
blurry vision since 2 days,Ophthalmology,10
menstrual cramps since 1 week,Gynecology,7
sinusitis with fever,ENT,11
floaters in vision since 1 week,Ophthalmology,10
smoking related cough in the morning,Pulmonology,5
difficulty swallowing sudden onset,Gastroenterology,4
vomiting after eating,Gastroenterology,4
body ache sudden onset,General Medicine,13
fatigue worsening at night,Endocrinology,6
acne chronic,Dermatology,3
back pain chronic,Orthopedics,2
frequent urination chronic,Endocrinology,6
yellow eyes worsening at night,Gastroenterology,4
excessive sweating mild to moderate,Endocrinology,6
hormonal imbalance after eating,Gynecology,7
hip pain while walking after eating,Orthopedics,2
stress,Psychiatry,9
foot pain in morning since 1 week,Orthopedics,2
irregular periods since 1 week,Gynecology,7
eczema flare mild to moderate,Dermatology,3
back pain after eating,Orthopedics,2
liver pain since 2 days,Gastroenterology,4
dizziness with fever,Neurology,1
diabetes symptoms chronic,Endocrinology,6
malaria symptoms,General Medicine,13
vomiting in the morning,Gastroenterology,4
boil on skin after eating,Dermatology,3
palpitations chronic,Cardiology,0
glaucoma symptoms since 2 days,Ophthalmology,10
nail discoloration sudden onset,Dermatology,3
frequent chest infections in the morning,Pulmonology,5
coughing blood since 1 week,Pulmonology,5
vision blurring suddenly in the morning,Neurology,1
decreased urine output since 2 days,Nephrology,12
chest pressure since 1 week,Cardiology,0
asthma attack sudden onset,Pulmonology,5
fatigue sudden onset,Endocrinology,6
panic attacks in the morning,Psychiatry,9
heart racing after eating,Cardiology,0
hair loss chronic,Dermatology,3
shortness of breath,Cardiology,0
floaters in vision,Ophthalmology,10
delayed milestones,Pediatrics,8
acid reflux chronic,Gastroenterology,4
suicidal thoughts chronic,Psychiatry,9
sinusitis worsening at night,ENT,11
blood in urine sudden onset,Nephrology,12
asthma attack with fever,Pulmonology,5
darkening of skin worsening at night,Dermatology,3
fatigue mild to moderate,Endocrinology,6
hormonal imbalance chronic,Gynecology,7
frequent UTI since 1 week,Nephrology,12
runny nose mild to moderate,ENT,11
childhood asthma since 1 week,Pediatrics,8
blurry vision worsening at night,Ophthalmology,10
acne mild to moderate,Dermatology,3
dialysis related chronic,Nephrology,12
frequent chest infections with fever,Pulmonology,5
child fever mild to moderate,Pediatrics,8
acne since 2 days,Dermatology,3
floaters in vision worsening at night,Ophthalmology,10
irregular periods worsening at night,Gynecology,7
swollen wrist after eating,Orthopedics,2
thyroid swelling in the morning,Endocrinology,6
diarrhea mild to moderate,Gastroenterology,4
dizziness after eating,Neurology,1
sinusitis since 1 week,ENT,11
newborn jaundice mild to moderate,Pediatrics,8
weakness after eating,General Medicine,13
menstrual cramps since 1 week,Gynecology,7
delayed milestones,Pediatrics,8
irregular heartbeat worsening at night,Cardiology,0
vaccination since 1 week,Pediatrics,8
shoulder stiffness sudden onset,Orthopedics,2
dengue symptoms,General Medicine,13
smoking related cough mild to moderate,Pulmonology,5
insulin resistance in the morning,Endocrinology,6
vaginal discharge with fever,Gynecology,7
dialysis related,Nephrology,12
frequent chest infections worsening at night,Pulmonology,5
foot pain in morning since 2 days,Orthopedics,2
swollen wrist since 1 week,Orthopedics,2
fatigue with fever,General Medicine,13
vertigo worsening at night,ENT,11
nausea since 1 week,Gastroenterology,4
chest pressure in the morning,Cardiology,0
runny nose chronic,ENT,11
bone pain after eating,Orthopedics,2
loss of appetite worsening at night,General Medicine,13
nail discoloration since 1 week,Dermatology,3
cold intolerance mild to moderate,Endocrinology,6
allergic skin reaction mild to moderate,Dermatology,3
boil on skin since 2 days,Dermatology,3
sinusitis worsening at night,ENT,11
hip pain while walking worsening at night,Orthopedics,2
asthma attack mild to moderate,Pulmonology,5
kidney pain chronic,Nephrology,12
stress with fever,Psychiatry,9
loss of appetite since 2 days,General Medicine,13
swollen face in morning after eating,Nephrology,12
chest tightness at rest sudden onset,Cardiology,0
sudden weight gain mild to moderate,Endocrinology,6
cataract in the morning,Ophthalmology,10
fatigue,Endocrinology,6
pelvic pain worsening at night,Gynecology,7
runny nose chronic,ENT,11
hip pain while walking with fever,Orthopedics,2
neck stiffness sudden onset,Orthopedics,2
stomach pain worsening at night,Gastroenterology,4
coughing blood mild to moderate,Pulmonology,5
red eye chronic,Ophthalmology,10
thyroid swelling worsening at night,Endocrinology,6
palpitations sudden onset,Cardiology,0
increased thirst chronic,Endocrinology,6
nasal congestion,ENT,11
confusion sudden onset,Neurology,1
dialysis related after eating,Nephrology,12
thyroid swelling mild to moderate,Endocrinology,6
thyroid swelling since 2 days,Endocrinology,6
chest congestion,Pulmonology,5
squinting since 1 week,Ophthalmology,10
floaters in vision after eating,Ophthalmology,10
eczema flare worsening at night,Dermatology,3
excessive sweating with fever,Endocrinology,6
swollen ankles since 1 week,Cardiology,0
cold intolerance since 2 days,Endocrinology,6
anxiety after eating,Psychiatry,9
fever mild to moderate,General Medicine,13
diabetes symptoms in the morning,Endocrinology,6
fainting in the morning,Neurology,1
insomnia with fever,Psychiatry,9
frequent UTI,Nephrology,12
suicidal thoughts sudden onset,Psychiatry,9
thyroid swelling since 1 week,Endocrinology,6
snoring worsening at night,ENT,11
yellow eyes after eating,Gastroenterology,4
foot pain in morning after eating,Orthopedics,2
sudden weight gain in the morning,Endocrinology,6
hip pain while walking,Orthopedics,2
anxiety after eating,Psychiatry,9
kidney pain in the morning,Nephrology,12
allergic skin reaction with fever,Dermatology,3
allergic skin reaction,Dermatology,3
chest pain since 2 days,Cardiology,0
breathlessness at night mild to moderate,Pulmonology,5
vaccination mild to moderate,Pediatrics,8
dizziness after eating,Neurology,1
chest congestion since 1 week,Pulmonology,5
swollen face in morning chronic,Nephrology,12
pregnancy symptoms after eating,Gynecology,7
skin rash chronic,Dermatology,3
stress,Psychiatry,9
joint swelling after eating,Orthopedics,2
pregnancy symptoms,Gynecology,7
stress mild to moderate,Psychiatry,9
swollen face in morning with fever,Nephrology,12
menopause symptoms with fever,Gynecology,7
coughing blood worsening at night,Pulmonology,5
newborn jaundice since 1 week,Pediatrics,8
fracture after eating,Orthopedics,2
heart racing,Cardiology,0
chest congestion with fever,Pulmonology,5
neck stiffness mild to moderate,Orthopedics,2
tonsillitis,ENT,11
general checkup after eating,General Medicine,13
heart racing after eating,Cardiology,0
eye pain sudden onset,Ophthalmology,10
fatigue in the morning,Endocrinology,6
diabetes symptoms with fever,Endocrinology,6
eye pain in the morning,Ophthalmology,10
cold and cough mild to moderate,General Medicine,13
cough for 3 weeks sudden onset,Pulmonology,5
mood swings with fever,Psychiatry,9
runny nose since 2 days,ENT,11
psoriasis patches chronic,Dermatology,3
general checkup,General Medicine,13
panic attacks sudden onset,Psychiatry,9
chest congestion worsening at night,Pulmonology,5
diabetes symptoms,Endocrinology,6
darkening of skin with fever,Dermatology,3
thyroid swelling mild to moderate,Endocrinology,6
TB symptoms in the morning,Pulmonology,5
stomach pain since 2 days,Gastroenterology,4
hearing loss with fever,ENT,11
boil on skin since 1 week,Dermatology,3
heart racing since 2 days,Cardiology,0
dizziness while climbing stairs in the morning,Cardiology,0
seizures,Neurology,1
child ear pain in the morning,Pediatrics,8
hair thinning after eating,Endocrinology,6
thyroid swelling worsening at night,Endocrinology,6
yellow eyes with fever,Gastroenterology,4
irregular heartbeat chronic,Cardiology,0
vaginal discharge after eating,Gynecology,7
nail discoloration sudden onset,Dermatology,3
hair thinning in the morning,Endocrinology,6
foamy urine mild to moderate,Nephrology,12
decreased urine output since 2 days,Nephrology,12
skin rash since 2 days,Dermatology,3
breathlessness on exertion worsening at night,Cardiology,0
swollen face in morning,Nephrology,12
nail discoloration after eating,Dermatology,3
wheezing after eating,Pulmonology,5
numbness in face mild to moderate,Neurology,1
child rash mild to moderate,Pediatrics,8
breathlessness on exertion since 2 days,Cardiology,0
squinting worsening at night,Ophthalmology,10
psoriasis patches after eating,Dermatology,3
shoulder stiffness mild to moderate,Orthopedics,2
breathlessness on exertion in the morning,Cardiology,0
hair loss with fever,Dermatology,3
swollen face in morning worsening at night,Nephrology,12
heart racing,Cardiology,0
constipation chronic,Gastroenterology,4
breathlessness on exertion after eating,Cardiology,0
pregnancy symptoms chronic,Gynecology,7
chest tightness at rest mild to moderate,Cardiology,0
swollen wrist sudden onset,Orthopedics,2
sore throat with fever,ENT,11
PCOD symptoms since 2 days,Gynecology,7
coughing blood chronic,Pulmonology,5
constipation worsening at night,Gastroenterology,4
numbness in face worsening at night,Neurology,1
fatigue,General Medicine,13
vomiting after eating,Gastroenterology,4
infant not feeding chronic,Pediatrics,8
red eye sudden onset,Ophthalmology,10
kidney pain with fever,Nephrology,12
fever in the morning,General Medicine,13
palpitations since 2 days,Cardiology,0
menstrual cramps since 2 days,Gynecology,7
slurred speech mild to moderate,Neurology,1
knee pain in the morning,Orthopedics,2
hormonal imbalance with fever,Gynecology,7
shortness of breath since 2 days,Cardiology,0
dizziness while climbing stairs mild to moderate,Cardiology,0
nasal congestion with fever,ENT,11
vaccination,Pediatrics,8
acid reflux sudden onset,Gastroenterology,4
anxiety in the morning,Psychiatry,9
blurry vision in the morning,Ophthalmology,10
squinting worsening at night,Ophthalmology,10
blood in urine since 1 week,Nephrology,12
numbness in face sudden onset,Neurology,1
child fever mild to moderate,Pediatrics,8
breast lump,Gynecology,7
swollen face in morning chronic,Nephrology,12
